sexo,edad,escol,Tam_loc,wvs_agg_child_qualities_autonomy_self_expression,wvs_agg_child_qualities_conformity_tradition,wvs_agg_child_qualities_prosocial_diligence,wvs_agg_civic_dishonesty_tolerance,wvs_agg_confidence_in_domestic_institutions,wvs_agg_life_autonomy_morality_permissiveness,wvs_agg_offline_political_participation,wvs_agg_postmaterialist_values,wvs_agg_religious_belief,wvs_agg_religious_practice_and_self_identification,wvs_agg_sexual_and_reproductive_morality_permissiveness,wvs_agg_social_intolerance_deviant_behavior,wvs_agg_social_intolerance_outgroups,wvs_agg_societal_change_attitudes,wvs_agg_subjective_wellbeing,wvs_agg_voluntary_association_active_membership
,35-44,,,7.0,3.25,1.0,1.0,5.666666666666666,2.3333333333333335,3.25,5.5,4.489795918367346,2.9285714285714284,2.3333333333333335,1.0,1.0,10.0,6.25,2.8
,25-34,,,7.0,5.5,1.0,7.75,9.333333333333334,10.0,3.25,1.0,1.9183673469387754,5.5,10.0,1.0,1.0,10.0,4.75,2.8
,0-18,,,1.0,5.5,1.0,8.0,7.0,10.0,5.5,5.5,2.6530612244897958,5.5,10.0,10.0,1.0,10.0,6.25,1.0
,19-24,,,1.0,7.75,1.0,6.0,3.333333333333333,4.0,1.0,1.0,3.571428571428571,5.5,3.0,10.0,1.0,1.0,6.25,1.0
,35-44,,,1.0,5.5,1.0,1.0,8.666666666666666,2.0,1.0,5.5,2.2857142857142856,1.6428571428571428,1.0,10.0,1.0,10.0,6.25,1.0
,35-44,,,4.0,3.25,4.0,5.25,3.6666666666666665,2.3333333333333335,3.25,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,1.0,3.6249999999999996,1.0
,19-24,,,7.0,3.25,1.0,1.0,6.333333333333333,7.0,3.25,5.5,4.183673469387754,1.6428571428571428,1.0,10.0,1.0,10.0,3.6249999999999996,1.0
,45-54,,,1.0,5.5,4.0,10.0,6.333333333333333,10.0,1.0,1.0,2.836734693877551,1.0,10.0,1.0,1.0,1.0,4.75,1.0
,19-24,,,4.0,3.25,1.0,6.25,6.333333333333333,10.0,1.0,1.0,3.204081632653061,1.0,10.0,1.0,1.0,10.0,6.25,1.0
,35-44,,,4.0,5.5,1.0,3.25,6.666666666666667,3.6666666666666665,1.0,5.5,3.0204081632653055,2.2857142857142856,1.0,1.0,1.0,10.0,5.875,1.0
,25-34,,,4.0,5.5,4.0,2.5,5.999999999999999,2.0,1.0,5.5,3.0204081632653055,1.6428571428571428,1.0,1.0,1.0,5.5,2.125,1.0
,19-24,,,4.0,7.75,1.0,5.5,8.333333333333334,2.3333333333333335,3.25,1.0,3.0204081632653055,2.2857142857142856,4.333333333333333,1.0,10.0,5.5,6.0625,1.0
,25-34,,,4.0,10.0,1.0,1.0,7.0,3.0,3.25,5.5,3.387755102040816,1.0,1.0,1.0,1.0,10.0,7.0,1.0
,0-18,,,1.0,5.5,4.0,3.25,8.0,1.0,1.0,5.5,3.204081632653061,4.214285714285714,2.3333333333333335,10.0,10.0,10.0,3.25,2.8
,19-24,,,4.0,5.5,1.0,4.0,7.0,3.333333333333334,3.25,1.0,2.6530612244897958,4.857142857142857,3.333333333333334,1.0,1.0,10.0,5.875,1.0
,19-24,,,4.0,7.75,1.0,3.25,5.0,2.6666666666666665,1.0,1.0,3.204081632653061,1.0,1.0,10.0,1.0,5.5,6.25,1.0
,45-54,,,1.0,10.0,1.0,2.5,5.0,2.3333333333333335,1.0,5.5,2.836734693877551,1.6428571428571428,1.0,1.0,1.0,10.0,2.875,1.0
,45-54,,,1.0,5.5,1.0,3.25,7.0,4.0,1.0,1.0,3.387755102040816,4.857142857142857,2.3333333333333335,10.0,1.0,1.0,6.625,1.0
,35-44,,,4.0,7.75,1.0,1.25,7.0,1.0,1.0,5.5,3.387755102040816,2.2857142857142856,1.0,10.0,1.0,10.0,7.0,1.0
,35-44,,,1.0,7.75,1.0,1.0,5.999999999999999,2.3333333333333335,1.0,1.0,3.0204081632653055,1.6428571428571428,1.0,10.0,1.0,10.0,5.875,1.0
,19-24,,,4.0,3.25,1.0,1.0,8.0,4.0,3.25,1.0,1.9642857142857142,5.5,1.0,10.0,1.0,10.0,5.125,1.0
,45-54,,,1.0,7.75,1.0,1.0,1.9999999999999998,1.0,1.0,5.5,3.387755102040816,1.0,1.0,1.0,1.0,5.5,5.125,1.0
,45-54,,,4.0,5.5,4.0,1.0,7.666666666666667,3.6666666666666665,1.0,5.5,2.1020408163265305,4.857142857142857,1.0,1.0,1.0,10.0,4.75,1.0
,19-24,,,7.0,1.0,1.0,1.0,6.666666666666667,4.666666666666667,1.0,5.5,2.836734693877551,5.5,1.0,10.0,10.0,5.5,6.25,1.0
,19-24,,,4.0,7.75,1.0,1.0,5.333333333333334,1.0,1.0,5.5,3.204081632653061,2.2857142857142856,1.0,1.0,1.0,1.0,4.75,6.3999999999999995
,0-18,,,4.0,7.75,1.0,1.25,10.0,3.333333333333334,1.0,5.5,2.2857142857142856,5.5,1.0,10.0,1.0,5.5,4.375,1.0
,0-18,,,1.0,10.0,1.0,1.75,6.666666666666667,2.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,3.6249999999999996,2.8
,35-44,,,1.0,7.75,4.0,4.75,8.333333333333334,1.0,1.0,5.5,3.204081632653061,1.0,1.0,10.0,1.0,10.0,6.625,1.0
,0-18,,,4.0,5.5,4.0,5.0,5.0,3.6666666666666665,1.0,5.5,3.204081632653061,5.5,4.666666666666667,10.0,1.0,10.0,4.375,1.0
,35-44,,,1.0,7.75,4.0,8.0,7.333333333333334,2.6666666666666665,1.0,5.5,1.5510204081632653,1.6428571428571428,2.3333333333333335,10.0,1.0,10.0,4.0,1.0
,19-24,,,4.0,5.5,1.0,3.25,6.666666666666667,1.3333333333333333,1.0,5.5,3.0204081632653055,1.6428571428571428,2.6666666666666665,1.0,1.0,10.0,3.6249999999999996,1.0
,25-34,,,4.0,7.75,1.0,3.25,5.666666666666666,3.6666666666666665,1.0,5.5,3.387755102040816,2.2857142857142856,3.0,10.0,1.0,10.0,6.625,1.0
,19-24,,,1.0,5.5,4.0,1.0,2.666666666666667,3.333333333333334,1.0,5.5,3.387755102040816,1.6428571428571428,3.6666666666666665,1.0,1.0,10.0,5.5,1.0
,25-34,,,4.0,5.5,4.0,4.5,5.999999999999999,2.3333333333333335,1.0,5.5,3.387755102040816,4.857142857142857,1.0,10.0,1.0,10.0,7.0,1.0
,0-18,,,1.0,7.75,1.0,5.0,4.666666666666667,2.6666666666666665,1.0,5.5,3.0204081632653055,1.6428571428571428,1.0,1.0,1.0,5.5,5.5,1.0
,0-18,,,1.0,10.0,1.0,4.25,6.666666666666667,6.0,1.0,1.0,3.0204081632653055,2.2857142857142856,4.333333333333333,1.0,1.0,10.0,5.125,1.0
,19-24,,,1.0,5.5,1.0,6.5,7.666666666666667,1.6666666666666667,1.0,5.5,3.204081632653061,1.0,1.6666666666666667,1.0,1.0,10.0,4.375,1.0
,45-54,,,1.0,7.75,1.0,1.0,3.6666666666666665,1.3333333333333333,5.5,5.5,3.387755102040816,1.0,1.0,1.0,1.0,10.0,6.25,1.0
,45-54,,,1.0,5.5,1.0,1.25,5.666666666666666,5.333333333333333,1.0,5.5,3.204081632653061,2.9285714285714284,4.666666666666667,10.0,10.0,10.0,7.1875,1.0
,25-34,,,1.0,10.0,4.0,6.0,6.666666666666667,5.333333333333333,7.75,1.0,3.801020408163265,4.214285714285714,3.6666666666666665,1.0,1.0,10.0,1.0,1.0
,25-34,,,4.0,7.75,1.0,6.5,5.666666666666666,3.6666666666666665,5.5,1.0,3.387755102040816,2.2857142857142856,2.3333333333333335,10.0,1.0,10.0,6.625,1.0
,19-24,,,1.0,7.75,1.0,5.25,4.0,4.333333333333333,1.0,5.5,3.387755102040816,1.6428571428571428,4.333333333333333,1.0,1.0,10.0,3.6249999999999996,1.0
,55-64,,,1.0,5.5,1.0,3.0,7.333333333333334,3.333333333333334,1.0,5.5,3.204081632653061,1.0,1.6666666666666667,1.0,10.0,10.0,7.0,2.8
,45-54,,,4.0,7.75,1.0,4.25,4.0,1.0,1.0,5.5,3.204081632653061,4.857142857142857,1.0,10.0,1.0,1.0,5.125,1.0
,25-34,,,4.0,7.75,1.0,3.75,1.0,1.0,1.0,5.5,2.836734693877551,2.2857142857142856,1.0,1.0,1.0,10.0,5.875,1.0
,55-64,,,1.0,7.75,4.0,8.25,4.666666666666667,6.333333333333333,3.25,5.5,3.0204081632653055,1.6428571428571428,6.0,1.0,1.0,10.0,6.25,2.8
,19-24,,,4.0,3.25,1.0,1.25,9.0,1.0,1.0,5.5,2.1020408163265305,2.2857142857142856,1.0,10.0,1.0,10.0,5.875,1.0
,25-34,,,4.0,5.5,1.0,3.5,4.666666666666667,6.0,1.0,5.5,2.4693877551020407,1.6428571428571428,3.0,1.0,1.0,10.0,4.0,2.8
,35-44,,,1.0,3.25,1.0,2.75,5.333333333333334,1.0,1.0,1.0,2.836734693877551,1.0,2.3333333333333335,1.0,1.0,10.0,4.75,1.0
,19-24,,,1.0,3.25,4.0,5.75,9.0,4.333333333333333,1.0,5.5,2.836734693877551,2.2857142857142856,3.0,10.0,1.0,10.0,5.5,2.8
,19-24,,,4.0,5.5,1.0,1.25,6.333333333333333,3.6666666666666665,1.0,1.0,2.4693877551020407,3.571428571428571,2.3333333333333335,1.0,1.0,10.0,5.5,1.0
,25-34,,,4.0,3.25,4.0,2.5,1.9999999999999998,5.333333333333333,1.0,5.5,3.387755102040816,2.2857142857142856,5.333333333333333,1.0,1.0,5.5,5.125,1.0
,19-24,,,7.0,5.5,1.0,1.25,5.0,2.3333333333333335,1.0,1.0,3.204081632653061,2.9285714285714284,1.3333333333333333,10.0,1.0,10.0,7.0,1.0
,19-24,,,4.0,5.5,1.0,2.5,7.0,1.6666666666666667,1.0,5.5,3.0204081632653055,1.6428571428571428,2.0,10.0,1.0,5.5,3.6249999999999996,1.0
,19-24,,,4.0,5.5,4.0,4.0,8.666666666666666,5.666666666666668,1.0,1.0,2.6530612244897958,1.0,4.0,1.0,1.0,10.0,4.75,1.0
,35-44,,,4.0,7.75,1.0,4.5,5.999999999999999,3.333333333333334,3.25,1.0,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,5.875,1.0
,19-24,,,4.0,5.5,4.0,5.0,7.666666666666667,6.0,1.0,5.5,2.836734693877551,2.2857142857142856,5.333333333333333,1.0,1.0,1.0,6.25,1.0
,55-64,,,1.0,10.0,1.0,1.0,5.999999999999999,1.3333333333333333,1.0,1.0,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,10.0,6.625,1.0
,45-54,,,4.0,3.25,1.0,1.75,7.0,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,10.0,6.25,2.8
,35-44,,,1.0,7.75,4.0,1.25,6.333333333333333,4.333333333333333,1.0,1.0,3.387755102040816,2.2857142857142856,5.666666666666668,10.0,1.0,5.5,6.625,1.0
,19-24,,,1.0,5.5,7.0,3.25,7.666666666666667,1.0,1.0,1.0,3.204081632653061,,1.0,1.0,1.0,10.0,2.875,1.0
,25-34,,,1.0,5.5,1.0,3.25,5.0,4.0,1.0,1.0,3.387755102040816,1.6428571428571428,4.0,10.0,1.0,10.0,3.6249999999999996,1.0
,25-34,,,4.0,7.75,4.0,1.75,6.333333333333333,3.6666666666666665,1.0,5.5,3.387755102040816,1.6428571428571428,1.6666666666666667,1.0,1.0,10.0,3.25,1.0
,19-24,,,4.0,5.5,1.0,2.75,5.666666666666666,4.0,1.0,1.0,3.0204081632653055,1.6428571428571428,1.0,10.0,1.0,10.0,5.125,2.8
,25-34,,,1.0,5.5,4.0,6.0,5.666666666666666,3.6666666666666665,1.0,5.5,2.6530612244897958,1.6428571428571428,6.0,1.0,1.0,10.0,4.9375,2.8
,0-18,,,1.0,7.75,4.0,1.25,4.333333333333334,1.0,1.0,5.5,3.387755102040816,1.0,1.0,1.0,1.0,10.0,4.0,1.0
,45-54,,,1.0,5.5,1.0,1.75,5.666666666666666,4.0,3.25,5.5,4.183673469387754,1.0,1.0,1.0,1.0,10.0,5.125,1.0
,45-54,,,4.0,5.5,4.0,2.0,3.6666666666666665,1.6666666666666667,1.0,5.5,3.387755102040816,1.6428571428571428,2.0,1.0,1.0,10.0,3.6249999999999996,1.0
,25-34,,,4.0,3.25,4.0,2.5,6.666666666666667,6.0,1.0,5.5,3.387755102040816,2.9285714285714284,1.0,1.0,1.0,10.0,4.75,1.0
,25-34,,,4.0,5.5,4.0,5.25,6.333333333333333,3.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,2.875,1.0
,35-44,,,4.0,5.5,4.0,2.25,5.999999999999999,2.6666666666666665,1.0,5.5,3.204081632653061,2.2857142857142856,4.333333333333333,10.0,1.0,10.0,7.0,1.0
,25-34,,,4.0,5.5,1.0,4.0,5.0,2.0,1.0,5.5,2.2857142857142856,5.5,2.0,1.0,1.0,10.0,2.125,2.8
,19-24,,,4.0,7.75,1.0,3.25,5.333333333333334,7.666666666666667,1.0,5.5,3.387755102040816,2.9285714285714284,4.333333333333333,1.0,1.0,10.0,6.25,1.0
,19-24,,,4.0,5.5,4.0,3.0,1.9999999999999998,4.0,1.0,5.5,2.1020408163265305,2.2857142857142856,5.666666666666668,10.0,10.0,10.0,6.25,1.0
,45-54,,,7.0,3.25,1.0,2.75,3.333333333333333,6.666666666666667,1.0,5.5,3.387755102040816,2.2857142857142856,8.666666666666666,10.0,10.0,10.0,1.0,1.0
,19-24,,,7.0,5.5,4.0,1.0,7.0,2.3333333333333335,3.25,1.0,1.9183673469387754,4.857142857142857,2.3333333333333335,10.0,10.0,10.0,7.0,2.8
,35-44,,,1.0,7.75,1.0,2.5,9.0,1.0,1.0,1.0,3.204081632653061,1.0,1.0,1.0,1.0,1.0,1.3750000000000002,1.0
,35-44,,,4.0,7.75,1.0,1.5,3.6666666666666665,1.0,1.0,5.5,3.204081632653061,1.6428571428571428,1.0,10.0,1.0,10.0,3.6249999999999996,1.0
,25-34,,,1.0,7.75,1.0,7.0,6.333333333333333,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,1.0,4.0,1.0
,25-34,,,4.0,5.5,4.0,3.75,9.0,4.333333333333333,1.0,5.5,3.0204081632653055,10.0,7.666666666666667,10.0,1.0,10.0,4.375,1.0
,35-44,,,4.0,7.75,1.0,6.75,4.0,1.0,1.0,1.0,3.387755102040816,4.214285714285714,1.0,10.0,1.0,1.0,6.625,1.0
,45-54,,,1.0,5.5,4.0,1.0,2.666666666666667,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,5.125,1.0
,35-44,,,4.0,3.25,1.0,10.0,2.666666666666667,10.0,1.0,5.5,3.387755102040816,1.6428571428571428,10.0,1.0,10.0,10.0,6.25,1.0
,19-24,,,1.0,5.5,1.0,7.75,6.333333333333333,1.0,1.0,1.0,3.387755102040816,2.2857142857142856,1.0,10.0,1.0,10.0,5.5,1.0
,35-44,,,1.0,7.75,4.0,10.0,5.999999999999999,10.0,1.0,1.0,3.387755102040816,1.6428571428571428,10.0,10.0,1.0,1.0,6.625,1.0
,35-44,,,4.0,5.5,4.0,10.0,6.333333333333333,10.0,1.0,1.0,3.387755102040816,1.6428571428571428,10.0,10.0,1.0,10.0,6.25,1.0
,25-34,,,7.0,10.0,1.0,1.0,1.0,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,3.25,1.0
,0-18,,,1.0,7.75,4.0,1.0,6.333333333333333,1.0,1.0,5.5,3.204081632653061,1.6428571428571428,1.0,1.0,1.0,10.0,5.5,1.0
,45-54,,,1.0,7.75,1.0,1.0,6.333333333333333,1.0,1.0,5.5,3.387755102040816,1.0,1.0,1.0,1.0,10.0,5.125,1.0
,35-44,,,4.0,5.5,1.0,1.0,6.333333333333333,1.0,1.0,1.0,3.341836734693877,1.6428571428571428,1.0,1.0,1.0,10.0,6.625,1.0
,25-34,,,4.0,5.5,4.0,1.0,3.0,5.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,10.0,10.0,10.0,5.125,1.0
,35-44,,,4.0,5.5,4.0,1.0,6.666666666666667,1.0,1.0,5.5,3.0204081632653055,1.6428571428571428,1.0,1.0,1.0,10.0,6.625,1.0
,55-64,,,1.0,10.0,4.0,1.0,1.0,1.0,1.0,1.0,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,4.75,1.0
,45-54,,,1.0,5.5,4.0,10.0,1.9999999999999998,10.0,1.0,1.0,3.387755102040816,1.6428571428571428,10.0,10.0,1.0,10.0,5.5,1.0
,35-44,,,1.0,10.0,1.0,1.5,5.999999999999999,1.0,1.0,1.0,3.387755102040816,1.0,1.0,10.0,1.0,10.0,4.75,2.8
,0-18,,,4.0,7.75,1.0,10.0,7.0,10.0,1.0,1.0,3.387755102040816,1.6428571428571428,10.0,10.0,1.0,5.5,10.0,1.0
,0-18,,,1.0,7.75,1.0,10.0,2.666666666666667,10.0,1.0,5.5,2.836734693877551,1.0,10.0,10.0,1.0,10.0,3.6249999999999996,1.0
,45-54,,,4.0,7.75,1.0,2.5,7.333333333333334,1.0,1.0,1.0,3.387755102040816,2.2857142857142856,1.0,10.0,1.0,10.0,6.625,1.0
,35-44,,,4.0,7.75,1.0,3.25,4.333333333333334,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,10.0,6.625,2.8
,35-44,,,7.0,1.0,4.0,1.0,6.333333333333333,1.0,1.0,1.0,1.0,2.2857142857142856,1.0,1.0,1.0,1.0,5.875,1.0
,19-24,,,4.0,7.75,1.0,3.25,5.333333333333334,4.0,3.25,5.5,3.204081632653061,1.6428571428571428,1.0,1.0,1.0,1.0,6.625,1.0
,0-18,,,1.0,7.75,4.0,1.0,5.666666666666666,1.0,1.0,5.5,3.204081632653061,1.6428571428571428,1.0,10.0,10.0,10.0,6.25,1.0
,0-18,,,1.0,5.5,4.0,1.0,1.666666666666667,1.6666666666666667,1.0,5.5,2.836734693877551,1.6428571428571428,1.0,10.0,1.0,1.0,5.5,1.0
,0-18,,,1.0,7.75,4.0,1.0,5.999999999999999,1.6666666666666667,1.0,5.5,3.204081632653061,1.0,1.0,10.0,10.0,10.0,6.625,1.0
,0-18,,,4.0,3.25,1.0,3.25,1.0,1.0,1.0,5.5,3.204081632653061,1.0,1.0,10.0,1.0,1.0,6.625,1.0
,25-34,,,4.0,5.5,1.0,3.0,7.333333333333334,1.0,1.0,1.0,3.204081632653061,5.5,1.0,10.0,1.0,10.0,5.125,1.0
,19-24,,,4.0,5.5,1.0,2.0,5.999999999999999,2.0,3.25,5.5,2.6530612244897958,1.0,3.6666666666666665,1.0,1.0,10.0,5.125,1.0
,19-24,,,1.0,7.75,4.0,1.0,5.999999999999999,1.0,1.0,1.0,4.489795918367346,1.6428571428571428,1.0,1.0,1.0,10.0,6.25,1.0
,19-24,,,1.0,5.5,4.0,10.0,3.6666666666666665,10.0,1.0,5.5,3.387755102040816,1.6428571428571428,10.0,1.0,1.0,10.0,5.125,1.0
,25-34,,,4.0,7.75,1.0,1.0,6.666666666666667,4.0,1.0,1.0,3.387755102040816,1.0,1.6666666666666667,1.0,1.0,1.0,3.6249999999999996,1.0
,25-34,,,1.0,5.5,1.0,1.0,5.333333333333334,1.6666666666666667,1.0,5.5,3.387755102040816,2.2857142857142856,3.0,10.0,1.0,10.0,5.125,1.0
,19-24,,,4.0,5.5,4.0,1.0,9.0,1.0,1.0,1.0,3.204081632653061,1.6428571428571428,5.333333333333333,1.0,1.0,10.0,6.25,1.0
,25-34,,,4.0,7.75,1.0,1.0,6.333333333333333,6.666666666666667,1.0,5.5,3.387755102040816,2.2857142857142856,5.0,1.0,1.0,10.0,7.0,1.0
,0-18,,,4.0,7.75,1.0,1.0,1.3333333333333335,1.3333333333333333,1.0,1.0,3.204081632653061,1.6428571428571428,1.0,10.0,1.0,10.0,7.0,1.0
,19-24,,,4.0,5.5,4.0,1.0,2.666666666666667,6.333333333333333,1.0,5.5,3.204081632653061,3.571428571428571,2.3333333333333335,1.0,1.0,10.0,4.75,1.0
,19-24,,,4.0,5.5,4.0,1.0,6.666666666666667,1.0,1.0,1.0,3.0204081632653055,1.6428571428571428,3.0,10.0,1.0,10.0,5.5,1.0
,19-24,,,4.0,7.75,1.0,1.0,6.333333333333333,2.6666666666666665,1.0,5.5,3.571428571428571,2.9285714285714284,2.0,1.0,1.0,10.0,5.875,1.0
,0-18,,,4.0,7.75,4.0,1.0,5.666666666666666,3.6666666666666665,1.0,5.5,3.387755102040816,1.0,5.666666666666668,1.0,1.0,10.0,4.375,1.0
,19-24,,,4.0,5.5,4.0,3.5,5.333333333333334,5.333333333333333,1.0,5.5,3.1122448979591835,4.857142857142857,3.333333333333334,1.0,1.0,10.0,4.75,1.0
,45-54,,,4.0,5.5,4.0,1.0,7.666666666666667,4.333333333333333,1.0,5.5,3.204081632653061,1.6428571428571428,2.3333333333333335,1.0,1.0,10.0,5.125,1.0
,19-24,,,1.0,7.75,1.0,1.0,6.666666666666667,1.3333333333333333,1.0,5.5,3.387755102040816,2.2857142857142856,1.6666666666666667,1.0,1.0,10.0,5.5,1.0
,35-44,,,1.0,7.75,1.0,1.75,7.333333333333334,2.3333333333333335,1.0,1.0,3.0204081632653055,2.2857142857142856,2.6666666666666665,1.0,1.0,10.0,5.875,1.0
,25-34,,,4.0,5.5,4.0,1.0,6.333333333333333,1.0,1.0,1.0,3.387755102040816,2.2857142857142856,1.0,1.0,1.0,10.0,3.6249999999999996,1.0
,25-34,,,1.0,5.5,7.0,2.0,8.666666666666666,1.0,1.0,1.0,3.204081632653061,1.0,1.0,1.0,1.0,10.0,4.75,1.0
,19-24,,,1.0,7.75,4.0,1.0,10.0,1.0,1.0,5.5,2.6530612244897958,1.0,2.0,10.0,1.0,10.0,7.375,1.0
,19-24,,,4.0,5.5,7.0,4.75,6.666666666666667,6.0,1.0,5.5,4.183673469387754,1.6428571428571428,1.6666666666666667,10.0,1.0,10.0,5.5,1.0
,25-34,,,1.0,5.5,1.0,6.25,5.666666666666666,6.666666666666667,1.0,1.0,4.489795918367346,5.5,5.333333333333333,1.0,1.0,10.0,4.75,1.0
,19-24,,,4.0,10.0,1.0,1.0,9.0,1.0,3.25,1.0,3.204081632653061,3.571428571428571,1.3333333333333333,1.0,1.0,10.0,6.625,1.0
,19-24,,,1.0,5.5,1.0,3.5,5.0,5.333333333333333,1.0,5.5,3.1122448979591835,2.2857142857142856,3.333333333333334,1.0,1.0,10.0,4.75,1.0
,25-34,,,4.0,7.75,1.0,10.0,5.333333333333334,10.0,1.0,5.5,3.204081632653061,2.2857142857142856,10.0,1.0,1.0,10.0,5.875,1.0
,35-44,,,1.0,10.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0204081632653055,1.0,1.0,1.0,1.0,10.0,7.0,1.0
,0-18,,,7.0,5.5,1.0,4.5,8.0,1.0,3.25,5.5,3.387755102040816,1.0,3.333333333333334,10.0,1.0,10.0,5.125,1.0
,0-18,,,1.0,7.75,4.0,4.5,6.333333333333333,1.6666666666666667,1.0,5.5,3.204081632653061,1.6428571428571428,1.0,10.0,1.0,10.0,5.125,1.0
,0-18,,,4.0,7.75,1.0,3.5,6.666666666666667,2.0,1.0,5.5,1.9183673469387754,4.857142857142857,1.0,10.0,1.0,10.0,5.875,1.0
,0-18,,,4.0,7.75,1.0,4.75,8.666666666666666,2.3333333333333335,1.0,5.5,2.6530612244897958,10.0,1.0,1.0,1.0,10.0,4.75,1.0
,45-54,,,1.0,5.5,1.0,4.25,8.333333333333334,2.6666666666666665,1.0,1.0,2.2857142857142856,4.214285714285714,1.0,1.0,1.0,10.0,5.5,1.0
,45-54,,,1.0,7.75,4.0,1.0,8.0,1.0,1.0,5.5,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,10.0,5.5,1.0
,25-34,,,4.0,7.75,1.0,2.25,5.999999999999999,1.0,1.0,5.5,3.387755102040816,1.0,1.0,1.0,1.0,5.5,6.625,1.0
,0-18,,,4.0,5.5,4.0,4.5,7.0,4.0,1.0,5.5,3.801020408163265,1.0,2.3333333333333335,10.0,1.0,10.0,5.875,1.0
,45-54,,,4.0,5.5,1.0,1.0,1.9999999999999998,1.0,1.0,5.5,3.204081632653061,1.6428571428571428,1.0,10.0,10.0,1.0,5.5,1.0
,25-34,,,1.0,5.5,4.0,5.5,9.0,1.0,1.0,1.0,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,6.25,1.0
,55-64,,,4.0,5.5,4.0,1.75,6.666666666666667,1.0,3.25,1.0,3.0204081632653055,5.5,1.0,10.0,1.0,1.0,5.5,1.0
,25-34,,,4.0,5.5,4.0,5.0,7.0,1.0,3.25,1.0,1.9183673469387754,2.2857142857142856,1.0,1.0,10.0,1.0,6.25,2.8
,35-44,,,4.0,3.25,1.0,3.25,7.0,7.0,1.0,5.5,3.387755102040816,2.2857142857142856,1.0,1.0,1.0,10.0,4.0,2.8
,25-34,,,1.0,7.75,7.0,3.25,1.0,1.0,1.0,1.0,3.387755102040816,1.0,1.0,10.0,1.0,10.0,7.0,2.8
,55-64,,,4.0,3.25,4.0,1.0,6.666666666666667,1.0,3.25,5.5,3.387755102040816,1.6428571428571428,1.0,1.0,1.0,10.0,5.125,2.8
,45-54,,,1.0,5.5,4.0,1.0,2.333333333333333,1.0,1.0,5.5,3.0204081632653055,1.6428571428571428,1.0,10.0,1.0,10.0,5.125,1.0
,35-44,,,4.0,5.5,1.0,1.75,5.333333333333334,3.6666666666666665,1.0,5.5,3.204081632653061,2.9285714285714284,2.0,10.0,1.0,10.0,5.875,1.0
,19-24,,,1.0,5.5,7.0,3.5,6.666666666666667,3.0,1.0,1.0,3.877551020408163,1.6428571428571428,3.0,10.0,1.0,10.0,5.125,2.8
,35-44,,,4.0,5.5,1.0,7.75,3.333333333333333,1.0,1.0,1.0,3.204081632653061,2.9285714285714284,4.0,1.0,1.0,10.0,4.0,1.0
,25-34,,,4.0,7.75,1.0,1.0,5.0,1.0,1.0,5.5,3.0204081632653055,1.6428571428571428,1.0,10.0,1.0,1.0,5.875,1.0
,25-34,,,1.0,7.75,4.0,5.5,8.0,1.0,1.0,1.0,3.387755102040816,3.571428571428571,1.0,10.0,1.0,10.0,6.25,1.0
,35-44,,,1.0,7.75,1.0,2.0,8.0,1.0,1.0,5.5,3.204081632653061,2.9285714285714284,1.0,1.0,1.0,5.5,7.0,1.0
,45-54,,,4.0,5.5,4.0,1.75,4.0,1.0,1.0,1.0,3.387755102040816,1.6428571428571428,1.0,10.0,1.0,10.0,4.75,1.0
,45-54,,,1.0,5.5,1.0,1.25,5.0,1.0,1.0,1.0,3.387755102040816,1.0,1.0,10.0,1.0,10.0,5.875,1.0
,45-54,,,1.0,5.5,1.0,1.0,4.0,1.0,1.0,1.0,3.204081632653061,4.214285714285714,1.0,10.0,1.0,10.0,4.75,1.0
,25-34,,,4.0,7.75,1.0,6.25,9.0,4.666666666666667,1.0,1.0,5.867346938775509,,2.3333333333333335,10.0,1.0,10.0,5.875,1.0
,0-18,,,4.0,7.75,1.0,6.75,8.666666666666666,2.3333333333333335,1.0,1.0,3.571428571428571,,1.0,1.0,1.0,1.0,6.25,1.0
,25-34,,,7.0,5.5,1.0,3.0,7.333333333333334,5.0,3.25,5.5,5.867346938775509,1.6428571428571428,1.0,10.0,1.0,10.0,4.75,4.6
,45-54,,,4.0,5.5,1.0,3.25,9.333333333333334,1.0,1.0,1.0,3.877551020408163,,1.0,1.0,1.0,1.0,5.5,1.0
