sexo,escol,Tam_loc,agg_crime_victimization_exposure,agg_fear_and_risk_avoidance,agg_perceived_security_trajectory,agg_police_institutional_legitimacy,agg_punitive_and_vigilante_attitudes
1.0,3.0,1.0,2.125,2.5,8.3125,7.260869565217392,1.84375
2.0,2.0,1.0,2.125,2.5,7.1875,2.565217391304348,3.8125
2.0,3.0,1.0,2.125,1.75,6.625,2.1739130434782608,3.8125
2.0,3.0,1.0,2.125,2.875,8.875,2.565217391304348,3.25
1.0,5.0,1.0,2.125,1.375,6.34375,2.1739130434782608,2.6875
1.0,5.0,1.0,2.125,2.125,6.625,1.782608695652174,2.96875
2.0,3.0,1.0,2.125,2.125,7.75,,2.6875
1.0,9.0,1.0,2.125,3.25,7.75,,2.40625
2.0,3.0,1.0,1.5625,2.125,6.625,,2.6875
2.0,3.0,1.0,1.0,2.125,6.34375,1.782608695652174,2.40625
1.0,5.0,1.0,1.0,1.75,7.1875,1.391304347826087,2.125
2.0,3.0,1.0,2.125,1.375,8.03125,1.782608695652174,1.84375
2.0,4.0,1.0,2.125,1.75,8.3125,2.1739130434782608,2.6875
2.0,2.0,1.0,2.125,1.375,8.59375,1.782608695652174,2.40625
2.0,3.0,1.0,2.125,1.75,6.625,,2.125
1.0,4.0,1.0,2.125,1.375,7.75,,1.5625
1.0,3.0,1.0,2.125,2.125,8.3125,,1.84375
1.0,4.0,3.0,2.125,2.125,7.75,1.782608695652174,2.40625
1.0,4.0,3.0,2.125,2.875,7.75,1.391304347826087,2.96875
2.0,4.0,3.0,2.125,3.625,7.75,1.391304347826087,3.25
2.0,4.0,3.0,2.125,3.625,8.3125,3.739130434782609,2.96875
1.0,4.0,3.0,2.125,3.625,7.75,6.869565217391305,4.65625
1.0,4.0,3.0,2.125,3.625,8.03125,6.869565217391305,2.6875
1.0,3.0,3.0,2.125,1.0,6.34375,1.782608695652174,3.25
2.0,3.0,3.0,2.125,2.875,6.90625,2.1739130434782608,3.25
2.0,3.0,3.0,2.125,1.75,7.46875,2.1739130434782608,2.96875
1.0,3.0,3.0,2.125,3.25,8.875,4.521739130434783,2.96875
2.0,2.0,3.0,2.125,2.875,6.34375,7.260869565217392,2.96875
1.0,3.0,3.0,2.125,3.25,6.90625,4.913043478260869,2.6875
1.0,3.0,3.0,2.125,1.75,6.34375,7.260869565217392,4.9375
1.0,2.0,3.0,2.125,1.375,6.0625,4.913043478260869,1.5625
2.0,4.0,3.0,1.0,1.375,5.5,6.869565217391305,3.25
1.0,2.0,3.0,2.125,1.375,5.5,10.0,3.53125
2.0,3.0,3.0,2.125,1.75,6.34375,,4.09375
1.0,2.0,3.0,2.125,1.375,6.625,7.260869565217392,1.84375
1.0,4.0,3.0,2.125,1.0,5.78125,1.782608695652174,1.5625
2.0,3.0,3.0,2.125,2.5,6.90625,1.391304347826087,4.65625
2.0,9.0,3.0,2.125,2.875,9.4375,6.478260869565218,3.25
1.0,3.0,3.0,2.125,2.875,9.4375,1.782608695652174,2.6875
1.0,3.0,3.0,2.125,2.875,8.875,4.130434782608695,2.40625
1.0,9.0,3.0,10.0,2.5,9.71875,1.782608695652174,4.09375
2.0,2.0,4.0,2.125,1.75,6.0625,1.782608695652174,2.6875
1.0,2.0,4.0,2.125,1.75,7.75,2.1739130434782608,3.25
2.0,1.0,4.0,2.125,2.5,6.90625,2.1739130434782608,2.6875
1.0,5.0,4.0,1.5625,2.125,7.46875,2.1739130434782608,2.125
2.0,1.0,4.0,2.125,1.75,6.625,1.391304347826087,2.6875
1.0,3.0,4.0,1.5625,2.125,6.90625,6.869565217391305,2.6875
2.0,2.0,4.0,2.125,1.75,7.1875,,2.6875
1.0,3.0,4.0,2.125,1.375,5.5,,2.125
2.0,1.0,4.0,2.125,2.125,6.90625,,2.125
2.0,2.0,4.0,2.125,2.125,6.34375,2.1739130434782608,2.40625
2.0,3.0,4.0,1.5625,2.125,5.5,1.391304347826087,2.40625
1.0,2.0,4.0,2.125,2.125,6.625,4.521739130434783,3.53125
2.0,4.0,4.0,2.125,2.5,8.03125,1.782608695652174,2.96875
2.0,3.0,4.0,2.125,3.25,8.875,6.478260869565218,2.6875
2.0,2.0,4.0,1.5625,1.375,6.625,4.130434782608695,2.96875
1.0,3.0,4.0,1.5625,1.75,7.46875,1.391304347826087,3.53125
1.0,4.0,4.0,2.125,2.875,8.875,4.521739130434783,3.53125
2.0,4.0,4.0,2.125,2.125,8.03125,2.1739130434782608,3.8125
1.0,3.0,4.0,1.5625,2.5,8.875,1.782608695652174,2.40625
2.0,4.0,4.0,2.125,2.125,9.15625,2.1739130434782608,3.8125
1.0,4.0,4.0,2.125,3.25,8.875,2.565217391304348,3.8125
2.0,2.0,4.0,2.125,3.25,8.875,6.478260869565218,2.6875
2.0,2.0,4.0,1.5625,1.375,8.875,4.130434782608695,2.96875
1.0,2.0,4.0,1.5625,2.125,9.4375,4.130434782608695,6.34375
